Segment>>,Consumer,Unnamed: 2,Unnamed: 3,Unnamed: 4,Consumer Total,Corporate,Unnamed: 7,Unnamed: 8,Unnamed: 9,Corporate Total,Home Office,Unnamed: 12,Unnamed: 13,Unnamed: 14,Home Office Total
CA-2012-144288,,,,19.584,-0.12616822414908252,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-145324,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,39.96,-0.40322596863016763
CA-2012-145352,,,,6412.77,0.8123787460516596,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-147011,,,,,-1.6689712624554668e-17,,,,13.632,-0.22825098506507602,,,,,8.449141758494671e-17
CA-2012-147102,,,,,-1.6689712624554668e-17,,,,66.36,-0.21583482785635136,,,,,8.449141758494671e-17
CA-2012-147529,,,,,-1.6689712624554668e-17,,,,324.11,-0.15514099307125082,,,,,8.449141758494671e-17
CA-2012-147879,,,,45.68,-0.12233722005591856,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-148705,,,,5.04,-0.12830334537574473,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-149300,32.985,,,,-0.12420090019704043,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-149342,,,,,-1.6689712624554668e-17,,,,896.31,-0.02040185722630605,,,,,8.449141758494671e-17
CA-2012-149734,,,,,-1.6689712624554668e-17,,,,200.984,-0.18413416126426843,,,,,8.449141758494671e-17
CA-2012-150308,,,,,-1.6689712624554668e-17,,,,246.168,-0.17349443194931216,,,,,8.449141758494671e-17
CA-2012-150560,196.62,,,,-0.10017858433311931,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-150749,,,5.56,,-0.12822700715806978,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-151547,,,,88.96,-0.1159835314771273,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-151624,,,,,-1.6689712624554668e-17,,,,21.36,-0.22643122966170354,,,,,8.449141758494671e-17
CA-2012-153038,,,,,-1.6689712624554668e-17,,,,94.688,-0.20916427518208433,,,,,8.449141758494671e-17
CA-2012-153325,,,58.72,,-0.12042289244345464,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-153535,,,,169.544,-0.10415345660574758,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-153549,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,1166.92,,0.015549194219783973
CA-2012-153626,,,,5.16,-0.12828572886397357,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-153752,,,173.94,,-0.10350810505786481,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-154291,,,,,-1.6689712624554668e-17,,,,457.04,-0.12383922213824052,,,,,8.449141758494671e-17
CA-2012-154746,,,,,-1.6689712624554668e-17,860.07,,,,-0.028935492813549644,,,,,8.449141758494671e-17
CA-2012-154921,,,,,-1.6689712624554668e-17,,,,186.69,-0.18750004942883963,,,,,8.449141758494671e-17
CA-2012-155068,,78.456,,,-0.11752556347416111,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-155453,,,,,-1.6689712624554668e-17,,,,4.608,-0.23037591684044265,,,,,8.449141758494671e-17
CA-2012-155600,,,1635.018,,0.11098437648841898,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-155635,,,,48.81,-0.12187772270722132,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-156328,,,,177.48,-0.10298841796061617,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-156734,,,,,-1.6689712624554668e-17,670.001,,,,-0.07369210380780485,,,,,8.449141758494671e-17
CA-2012-158148,,,,36.27,-0.12371864818730546,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-158323,,,,,-1.6689712624554668e-17,17.088,,,,-0.22743718140642497,,,,,8.449141758494671e-17
CA-2012-158421,,,,3631.96,0.4041439785657886,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-160059,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,6.24,-0.41575622568569787
CA-2012-160696,,,,,-1.6689712624554668e-17,,,,7.24,-0.22975614507262737,,,,,8.449141758494671e-17
CA-2012-161445,,,,,-1.6689712624554668e-17,,,140.736,,-0.19832109495246528,,,,,8.449141758494671e-17
CA-2012-161998,,,,,-1.6689712624554668e-17,,,,277.632,-0.16608542780700988,,,,,8.449141758494671e-17
CA-2012-162201,,,,,-1.6689712624554668e-17,,,,937.608,-0.010677186076140845,,,,,8.449141758494671e-17
CA-2012-162537,,,,104.51,-0.11370072516011705,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-162761,,,,50.462,-0.12163520206183862,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-163237,,,,,-1.6689712624554668e-17,,,520.03,,-0.10900661436670421,,,,,8.449141758494671e-17
CA-2012-163923,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,151.96,-0.36160708398546454
CA-2012-163965,,,,377.902,-0.07356561360898725,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-164427,,,,,-1.6689712624554668e-17,,,,239.7,-0.17501748810213477,,,,,8.449141758494671e-17
CA-2012-165414,47.976,,,,-0.12200015746403074,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-165624,,,,1142.43,0.03867035731906537,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-166604,,,,,-1.6689712624554668e-17,,,17.94,,-0.22723655619891028,,,,,8.449141758494671e-17
CA-2012-166975,,,,,-1.6689712624554668e-17,,,,692.472,-0.06840073169740331,,,,,8.449141758494671e-17
CA-2012-167696,,,,31.12,-0.1244746901508169,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-168004,,,,,-1.6689712624554668e-17,,,392.94,,-0.13893320782097549,,,,,8.449141758494671e-17
CA-2012-168459,,,,58.05,-0.12052125130084351,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-169572,,,,,-1.6689712624554668e-17,,,,46.62,-0.22048311611496585,,,,,8.449141758494671e-17
CA-2012-169677,,,,,-1.6689712624554668e-17,,,9.82,,-0.22914861803578718,,,,,8.449141758494671e-17
CA-2012-169733,,,9.952,,-0.12758224282724603,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2012-169740,,,,29.99,-0.12464057896999514,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-100307,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,19.44,-0.4108511428525721
CA-2013-101378,,29,,,-0.12478591519210705,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-101469,,,,7.7,-0.12791284603148442,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-101525,,,140.52,,-0.10841430358612737,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-102092,1056.86,,,,0.026108316383594753,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-102162,,,,1611.01,0.10745989970007284,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-102498,73.2,,,,-0.11829716668973705,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-104157,,,,2503.47,0.23847683382733806,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-104276,,,,447.783,-0.06330678478332848,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-105256,,1363.96,,,0.07119190609123786,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-105662,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,270.728,-0.31747322959723157
CA-2013-105753,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,61.1,-0.39537040415347996
CA-2013-106558,,,,,-1.6689712624554668e-17,,,,316,-0.15705070015217096,,,,,8.449141758494671e-17
CA-2013-106894,,107.83,,,-0.1132133350011155,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-106950,,,,1854.241,0.1431672478217913,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-108105,,,,323.88,-0.08149627359982507,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-108567,,,,2.694,-0.12864774818087052,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-108616,,,,298.83,-0.08517372043205061,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-109344,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,1127.976,,0.001077713473325804
CA-2013-109407,,,,,-1.6689712624554668e-17,,,31.36,,-0.22407647370495862,,,,,8.449141758494671e-17
CA-2013-109722,,,1284.8,,0.059570880492875664,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-109743,,,,,-1.6689712624554668e-17,,,,104.712,-0.2068038678110432,,,,,8.449141758494671e-17
CA-2013-109911,,,,,-1.6689712624554668e-17,,,,10.96,-0.22888017585671824,,,,,8.449141758494671e-17
CA-2013-110254,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,158.81,-0.3590616432728198
CA-2013-110492,1366.04,,,,0.07149725896193762,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-111409,,,,3,-0.1286028260758541,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-111605,,,,2.61,-0.1286600797391103,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-112102,,,,448.81,-0.06315601680342048,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-112277,,,,,-1.6689712624554668e-17,,,,519.68,-0.10908903082519028,,,,,8.449141758494671e-17
CA-2013-112676,,,,,-1.6689712624554668e-17,14.352,,,,-0.22808144263619037,,,,,8.449141758494671e-17
CA-2013-112697,,,,,-1.6689712624554668e-17,,,1410.066,,0.1005751429050387,,,,,8.449141758494671e-17
CA-2013-113236,,,,,-1.6689712624554668e-17,,,232.624,,-0.17668371341712746,,,,,8.449141758494671e-17
CA-2013-113292,,,871.8,,-0.001059280852798696,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-113733,,,,334.256,-0.07997303254868049,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-113747,,,,185.88,-0.10175526213663635,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-113831,,,,,-1.6689712624554668e-17,,,,4317.3,0.7851578008201772,,,,,8.449141758494671e-17
CA-2013-113845,,,,,-1.6689712624554668e-17,,,,574.056,-0.09628480983479404,,,,,8.449141758494671e-17
CA-2013-114713,,,,,-1.6689712624554668e-17,,,,45.584,-0.2207270688320846,,,,,8.449141758494671e-17
CA-2013-115504,,,,,-1.6689712624554668e-17,,,,12.96,-0.22840922466536925,,,,,8.449141758494671e-17
CA-2013-116232,,,,24.066,-0.12551024743443043,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-116764,,,,,-1.6689712624554668e-17,,,,9.216,-0.22929084529557459,,,,,8.449141758494671e-17
CA-2013-116918,,,36.364,,-0.12370484858641807,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-117604,,,,239.5,-0.09388361746023186,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-118073,,,,,-1.6689712624554668e-17,,,,562.2925,-0.09905482700451095,,,,,8.449141758494671e-17
CA-2013-118178,,,,,-1.6689712624554668e-17,,,,31.086,-0.22414099401817342,,,,,8.449141758494671e-17
CA-2013-118514,,,,866.4,-0.0018520238825000038,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-118626,,,,705.544,-0.02546637069465447,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-118934,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,16.218,-0.412048428980476
CA-2013-119074,,,,,-1.6689712624554668e-17,,,,92.7,-0.20963240066628522,,,,,8.449141758494671e-17
CA-2013-119515,15.552,,,,-0.12676013894459282,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-119823,75.88,,,,-0.1179037312601816,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-120873,,,290.98,,-0.08632613391041269,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-121020,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,239.976,-0.3289005862096772
CA-2013-121958,,,,52.136,-0.12138945172263121,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-122518,,,,,-1.6689712624554668e-17,,,10.08,,-0.2290873943809118,,,,,8.449141758494671e-17
CA-2013-123176,,,31.83,,-0.12437045912283765,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-123414,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,37.264,-0.4042277946391152
CA-2013-123533,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,392.832,-0.27209972700208135
CA-2013-123617,,,,,-1.6689712624554668e-17,,,,7.434,-0.22971046280706653,,,,,8.449141758494671e-17
CA-2013-123946,,,,,-1.6689712624554668e-17,,,,1159.06,0.04146935553716694,,,,,8.449141758494671e-17
CA-2013-124254,,,,,-1.6689712624554668e-17,,,,191.808,-0.18629488533017757,,,,,8.449141758494671e-17
CA-2013-124772,191.82,,,,-0.10088324480396493,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-125017,,,,,-1.6689712624554668e-17,,,,132.224,-0.20032546322284658,,,,,8.449141758494671e-17
CA-2013-125843,125.92,,,,-0.11055764585161611,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-127208,,,,,-1.6689712624554668e-17,224.9,,,,-0.17850252691811727,,,,,8.449141758494671e-17
CA-2013-127698,,863.928,,,-0.00221492402498549,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-127985,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,7.04,,-0.41545894793823573
CA-2013-130001,,,,,-1.6689712624554668e-17,,,,36.24,-0.22292735279806708,,,,,8.449141758494671e-17
CA-2013-130442,34.944,,,,-0.12391331064237657,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-130820,,,,,-1.6689712624554668e-17,,630.024,,,-0.08310571169608404,,,,,8.449141758494671e-17
CA-2013-131065,,,513.52,,-0.0536563128308331,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-131205,,,,291.74,-0.08621456266919547,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-131968,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,681.432,-0.1648567796051054
CA-2013-132549,,,,73.36,-0.11827367800737554,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-133123,,,,99.156,-0.11448671519363943,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-133368,,,,405.344,-0.06953701097545699,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-133711,,,,,-1.6689712624554668e-17,3236.41,,,,0.5306345842115745,,,,,8.449141758494671e-17
CA-2013-133872,58.4,,,,-0.12046986980817768,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-134208,,,,396,-0.07090875002536978,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-134474,,,,,-1.6689712624554668e-17,,,255.904,,-0.1712018415498253,,,,,8.449141758494671e-17
CA-2013-134516,,,,,-1.6689712624554668e-17,,,,115.48,-0.20426826659682026,,,,,8.449141758494671e-17
CA-2013-134789,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,215.84,-0.3378694558506107
CA-2013-135636,,,,387.72,-0.07212428933757846,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-136126,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,261.1,,,-0.32105096728793875
CA-2013-136231,,,228.586,,-0.09548583920581706,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-136322,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,74.32,-0.3904578893766677
CA-2013-136483,,,,4.704,-0.12835267160870392,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-137043,,,859.14,,-0.0029178228446539874,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-137736,,,,41.86,-0.12289801234729984,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-138695,,,,,-1.6689712624554668e-17,,,,452.464,-0.124916758464047,,,,,8.449141758494671e-17
CA-2013-139269,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,1311.97,0.06944936580651771
CA-2013-139381,,,,233.48,-0.09476737913408406,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-139689,,,,,-1.6689712624554668e-17,,,,40.896,-0.22183097842460664,,,,,8.449141758494671e-17
CA-2013-140543,,,191.88,,-0.10087443654807934,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-140571,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,365.44,-0.28227851707518586
CA-2013-140641,,,,38.19,-0.12343678399896721,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-140928,,,,,-1.6689712624554668e-17,,,,383.438,-0.14117069693107454,,,,,8.449141758494671e-17
CA-2013-140977,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,91.475,,-0.3840831396795259
CA-2013-141180,,,7.764,,-0.12790345055853983,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-142097,,,,,-1.6689712624554668e-17,,,,342.76,-0.15074937321192156,,,,,8.449141758494671e-17
CA-2013-142370,,,,254.99,-0.09160961939910717,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-142895,,,,370.184,-0.07469864892440109,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-143308,,10.74,,,-0.12746656106661555,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-143805,,,,,-1.6689712624554668e-17,,,2145.25,,0.273693033235395,,,,,8.449141758494671e-17
CA-2013-144344,,314.393,,,-0.08288900565959846,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-145247,79.14,,,,-0.11742514935706562,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-145499,3.282,,,,-0.12856142727319192,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-145709,,,,,-1.6689712624554668e-17,,,,64.248,-0.21633215231441588,,,,,8.449141758494671e-17
CA-2013-145905,,,,1264.14,0.05653790438294437,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-146143,,,,133.38,-0.10946248603651022,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-146150,,,,264.18,-0.09026048820596734,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-146171,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,558.24,-0.21063457993680415
CA-2013-147368,695.7,,,,-0.026911511876947,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-148684,,,,870.04,-0.0013176563587754182,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-149111,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,55.416,,-0.3974825625491986
CA-2013-149454,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,10.44,,,,-0.4141955175115215
CA-2013-149783,,,131.104,,-0.10979661254310284,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-149979,,,487.22,,-0.057517264994008,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-150000,,,,17.92,-0.12641250644564234,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-151155,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,34.34,-0.40531434480608936
CA-2013-152156,,,993.9,,0.016865519874336512,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-152163,,85.5,,,-0.11649147423319518,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-152471,,839.944,,,-0.0057358775109773935,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-153318,,,,,-1.6689712624554668e-17,783.96,,,,-0.046857540400335296,,,,,8.449141758494671e-17
CA-2013-154060,,,,187.056,-0.10158262032127918,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-154403,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,4.98,-0.4162244381379508
CA-2013-154690,,,225.296,,-0.09596882523687582,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-155138,,,,99.872,-0.11438160334007162,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-155439,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,25.92,-0.4084431930981286
CA-2013-155670,,,21.504,,-0.12588635996074427,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-156503,,,,305.248,-0.0842315306608241,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-156573,,,,60.485,-0.12016378291615412,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-157161,,,,,-1.6689712624554668e-17,,,199.18,,-0.1845589592388652,,,,,8.449141758494671e-17
CA-2013-157245,,,,641.96,-0.034800773065122644,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-157280,1120.73,,,,0.03548470477378417,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-157364,18.48,,,,-0.126330296057377,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-157588,,,,88.15,-0.1161024429315825,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-157763,,,,,-1.6689712624554668e-17,,,,140.81,-0.19830366975838537,,,,,8.449141758494671e-17
CA-2013-158841,,,8805.04,,1.1635741845078738,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-159142,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,177.78,,,,-0.3520124446861232
CA-2013-159212,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,273.59,-0.3164097184556857
CA-2013-159653,,14.73,,,-0.12688081205022514,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-159765,,,27.86,,-0.12495327205393288,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-159891,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,1396.35,0.10080473622008951
CA-2013-159989,,,,40.68,-0.12307124137971608,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-160234,,,,135.95,-0.10908519907607829,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-160486,,,,72.224,-0.11844044765214232,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-160598,,,,,-1.6689712624554668e-17,31.008,,,,-0.22415936111463602,,,,,8.449141758494671e-17
CA-2013-162159,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,121.78,,,,-0.37282188700847474
CA-2013-162236,,,,,-1.6689712624554668e-17,,,1106.924,,0.02919259988108159,,,,,8.449141758494671e-17
CA-2013-162355,,,1302.83,,0.06221776138648948,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-162747,,,,,-1.6689712624554668e-17,,,86.45,,-0.21110412313925078,,,,,8.449141758494671e-17
CA-2013-162901,,,,,-1.6689712624554668e-17,31.4,,,,-0.22406705468113164,,,,,8.449141758494671e-17
CA-2013-163167,,,,,-1.6689712624554668e-17,,,2673.69,,0.398127757013624,,,,,8.449141758494671e-17
CA-2013-163174,,,,186.54,-0.10165837132189509,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-163776,,,,1110.5,0.03398289714529446,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-164350,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,67.56,,-0.39296988634272295
CA-2013-164574,,,,732.156,-0.021559615600874608,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-164735,,,81.2,,-0.11712273257166103,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-164784,377.346,,,,-0.07364723678019354,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-165316,,,,,-1.6689712624554668e-17,,,,324.387,-0.155075766331249,,,,,8.449141758494671e-17
CA-2013-165470,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,5.08,-0.4161872784195181
CA-2013-165827,,,,,-1.6689712624554668e-17,,,,50.496,-0.2195704127061315,,,,,8.449141758494671e-17
CA-2013-166282,,,,158.256,-0.10581058314635285,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-166380,,,,,-1.6689712624554668e-17,,,,138.53,-0.1988405541165232,,,,,8.449141758494671e-17
CA-2013-166485,,,,16.496,-0.12662155571865985,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-168536,,,,66.3,-0.11931011611657763,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-168753,,,1002.7,,0.018157397404220142,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-168893,,,903.77,,0.00363405149156259,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-169026,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,23.34,-0.4094019138336941
CA-2013-169103,,,,1466.32,0.08621879063202048,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2013-169334,,,111.672,,-0.11264931301590948,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-100412,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,141.96,-0.36532305582874164
CA-2014-100426,,,,12.48,-0.127211121645934,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-100622,,,,1030.742,0.022274082596606085,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-100902,,,,699.4,-0.026368336097336853,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-101042,,,,843.84,-0.005163928095474363,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-101210,,,13.152,,-0.12711246918001562,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-101273,,,14.336,,-0.12693865293054038,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-101483,,,61.216,,-0.12005646899861493,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-102204,,,,3740.51,0.42007958150543256,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-102309,,,212.91,,-0.09778714286018703,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
